freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	cycle number	
1.5846863E+001	5.9392284E+007	1.3343104E+008	1.4605234E+008	-6.6005394E+001	4.000000000000000E+000
1.2587234E+001	1.3082242E+008	2.0318826E+008	2.4166086E+008	-5.7224606E+001	4.000000000000000E+000
9.9968157E+000	1.6161670E+008	2.2445306E+008	2.7658477E+008	-5.4244347E+001	4.000000000000000E+000
7.9395618E+000	1.9519112E+008	2.4716083E+008	3.1494134E+008	-5.1700676E+001	4.000000000000000E+000
6.3131294E+000	2.3312523E+008	2.7090070E+008	3.5739971E+008	-4.9286160E+001	4.000000000000000E+000
5.0128322E+000	2.7535891E+008	2.9713453E+008	4.0510672E+008	-4.7178280E+001	4.000000000000000E+000
3.9819028E+000	3.2485082E+008	3.2576192E+008	4.6005312E+008	-4.5080235E+001	4.000000000000000E+000
3.1603944E+000	3.8469485E+008	3.4992883E+008	5.2003878E+008	-4.2290504E+001	4.000000000000000E+000
2.5108454E+000	4.4929296E+008	3.7293715E+008	5.8390605E+008	-3.9694485E+001	4.000000000000000E+000
1.9955261E+000	5.2546842E+008	3.7884931E+008	6.4779923E+008	-3.5790642E+001	4.000000000000000E+000
1.5840454E+000	6.0384691E+008	3.7592262E+008	7.1130086E+008	-3.1904173E+001	4.000000000000000E+000
1.2595726E+000	6.7645562E+008	3.6107914E+008	7.6679226E+008	-2.8092451E+001	4.000000000000000E+000
1.0004489E+000	7.4216454E+008	3.3586730E+008	8.1462573E+008	-2.4349174E+001	4.000000000000000E+000
1.0000193E+006	2.7162676E+004	4.7148949E+004	5.4413551E+004	-6.0053604E+001	5.000000000000000E+000
7.9432600E+005	3.4842371E+004	4.8144824E+004	5.9429918E+004	-5.4106770E+001	5.000000000000000E+000
6.3095688E+005	4.2456516E+004	4.9391656E+004	6.5131340E+004	-4.9318012E+001	5.000000000000000E+000
5.0119131E+005	4.9067926E+004	5.0637379E+004	7.0511031E+004	-4.5901814E+001	5.000000000000000E+000
3.9810538E+005	5.5341320E+004	5.2380066E+004	7.6199297E+004	-4.3425339E+001	5.000000000000000E+000
3.1623041E+005	6.1050605E+004	5.5099977E+004	8.2238578E+004	-4.2067184E+001	5.000000000000000E+000
2.5119134E+005	6.6177891E+004	5.8919016E+004	8.8605664E+004	-4.1679077E+001	5.000000000000000E+000
1.9952144E+005	7.1554203E+004	6.3879375E+004	9.5919648E+004	-4.1756596E+001	5.000000000000000E+000
1.5848630E+005	7.7167891E+004	7.0524555E+004	1.0453992E+005	-4.2424522E+001	5.000000000000000E+000
1.2588864E+005	8.2966203E+004	7.9176469E+004	1.1468349E+005	-4.3661079E+001	5.000000000000000E+000
1.0001951E+005	8.9155930E+004	9.0162055E+004	1.2679896E+005	-4.5321476E+001	5.000000000000000E+000
7.9433578E+004	9.5337734E+004	1.0327132E+005	1.4054981E+005	-4.7287506E+001	5.000000000000000E+000
6.3095688E+004	1.0261734E+005	1.1980051E+005	1.5774181E+005	-4.9417683E+001	5.000000000000000E+000
5.0117172E+004	1.1045896E+005	1.3987405E+005	1.7823000E+005	-5.1701740E+001	5.000000000000000E+000
3.9814441E+004	1.1931485E+005	1.6454197E+005	2.0324884E+005	-5.4052883E+001	5.000000000000000E+000
3.1621082E+004	1.2859836E+005	1.9437813E+005	2.3306736E+005	-5.6511829E+001	5.000000000000000E+000
2.5117180E+004	1.3946727E+005	2.3150136E+005	2.7026653E+005	-5.8933270E+001	5.000000000000000E+000
1.9951164E+004	1.4991386E+005	2.7672428E+005	3.1472288E+005	-6.1553623E+001	5.000000000000000E+000
1.5849604E+004	1.6262697E+005	3.3295063E+005	3.7054506E+005	-6.3967186E+001	5.000000000000000E+000
1.2587890E+004	1.7210780E+005	4.4872956E+005	4.8060306E+005	-6.9015953E+001	5.000000000000000E+000
1.0019525E+004	1.9753836E+005	5.4873625E+005	5.8320913E+005	-7.0201744E+001	5.000000000000000E+000
8.0808101E+003	2.2580045E+005	6.5751488E+005	6.9520619E+005	-7.1046761E+001	5.000000000000000E+000
6.4205449E+003	2.6262906E+005	7.9674775E+005	8.3891656E+005	-7.1756416E+001	5.000000000000000E+000
5.0116030E+003	3.1180922E+005	9.7893306E+005	1.0273923E+006	-7.2332314E+001	5.000000000000000E+000
3.9812698E+003	3.7013253E+005	1.1839858E+006	1.2404920E+006	-7.2639938E+001	5.000000000000000E+000
3.1630396E+003	4.3837328E+005	1.4395386E+006	1.5048065E+006	-7.3063278E+001	5.000000000000000E+000
2.5124102E+003	5.1715938E+005	1.7381325E+006	1.8134383E+006	-7.3430290E+001	5.000000000000000E+000
1.9956379E+003	6.0606844E+005	2.1013250E+006	2.1869810E+006	-7.3911270E+001	5.000000000000000E+000
1.5844926E+003	7.0395269E+005	2.5461798E+006	2.6417003E+006	-7.4545258E+001	5.000000000000000E+000
1.2587904E+003	1.5262146E+006	3.9299570E+006	4.2159095E+006	-6.8776115E+001	5.000000000000000E+000
9.9968164E+002	1.8746651E+006	4.6219265E+006	4.9876420E+006	-6.7922401E+001	5.000000000000000E+000
7.9423932E+002	2.2486545E+006	5.4146695E+006	5.8630275E+006	-6.7447411E+001	5.000000000000000E+000
6.3100977E+002	2.6414390E+006	6.3452955E+006	6.8731345E+006	-6.7398865E+001	5.000000000000000E+000
5.0112231E+002	3.0328265E+006	7.4814785E+006	8.0728285E+006	-6.7933449E+001	5.000000000000000E+000
3.9808899E+002	3.4428793E+006	8.8910250E+006	9.5343450E+006	-6.8832054E+001	5.000000000000000E+000
3.1631589E+002	3.8568635E+006	1.0643184E+007	1.1320458E+007	-7.0080559E+001	5.000000000000000E+000
2.5120601E+002	4.3595355E+006	1.2849561E+007	1.3568963E+007	-7.1259209E+001	5.000000000000000E+000
1.9955261E+002	4.9882155E+006	1.5594179E+007	1.6372560E+007	-7.2261734E+001	5.000000000000000E+000
1.5852898E+002	5.7473190E+006	1.9000292E+007	1.9850510E+007	-7.3170174E+001	5.000000000000000E+000
1.2592673E+002	1.2999790E+007	3.0354516E+007	3.3021072E+007	-6.6816223E+001	5.000000000000000E+000
9.9968163E+001	1.6129161E+007	3.5398608E+007	3.8900016E+007	-6.5503906E+001	5.000000000000000E+000
7.9415733E+001	1.9226728E+007	4.0852140E+007	4.5150464E+007	-6.4796356E+001	5.000000000000000E+000
6.3082275E+001	2.4818018E+007	5.0653916E+007	5.6407032E+007	-6.3897335E+001	5.000000000000000E+000
5.0112232E+001	2.6623410E+007	5.5467200E+007	6.1525736E+007	-6.4359703E+001	5.000000000000000E+000
3.9808899E+001	3.0520366E+007	6.5495796E+007	7.2257816E+007	-6.5014969E+001	5.000000000000000E+000
3.1629576E+001	3.5322852E+007	7.5169032E+007	8.3054728E+007	-6.4830589E+001	5.000000000000000E+000
2.5120600E+001	4.2158144E+007	9.3933016E+007	1.0295980E+008	-6.5828949E+001	5.000000000000000E+000
1.9955261E+001	5.0306204E+007	1.1049810E+008	1.2141065E+008	-6.5521767E+001	5.000000000000000E+000
1.5846863E+001	1.0832448E+008	1.7623222E+008	2.0686226E+008	-5.8422249E+001	5.000000000000000E+000
1.2587234E+001	1.3616914E+008	1.9699155E+008	2.3947381E+008	-5.5346085E+001	5.000000000000000E+000
9.9968157E+000	1.6914067E+008	2.1690606E+008	2.7505782E+008	-5.2053333E+001	5.000000000000000E+000
7.9395618E+000	2.0403813E+008	2.3505147E+008	3.1125674E+008	-4.9040150E+001	5.000000000000000E+000
6.3131294E+000	2.4305797E+008	2.5391890E+008	3.5149962E+008	-4.6251942E+001	5.000000000000000E+000
5.0128322E+000	2.8423072E+008	2.7285626E+008	3.9400208E+008	-4.3830315E+001	5.000000000000000E+000
3.9819028E+000	3.3307126E+008	2.9087152E+008	4.4220211E+008	-4.1130749E+001	5.000000000000000E+000
3.1603944E+000	3.8718976E+008	3.0424262E+008	4.9242205E+008	-3.8159248E+001	5.000000000000000E+000
2.5108454E+000	4.4794397E+008	3.0791312E+008	5.4356627E+008	-3.4504322E+001	5.000000000000000E+000
1.9955261E+000	5.0609277E+008	3.0741059E+008	5.9214118E+008	-3.1275311E+001	5.000000000000000E+000
1.5840454E+000	5.6533594E+008	2.9464685E+008	6.3751194E+008	-2.7528028E+001	5.000000000000000E+000
1.2595726E+000	6.1867827E+008	2.7462054E+008	6.7688941E+008	-2.3935602E+001	5.000000000000000E+000
1.0004489E+000	6.6183859E+008	2.4714686E+008	7.0647853E+008	-2.0476873E+001	5.000000000000000E+000
1.0000193E+006	2.6958975E+004	4.7949816E+004	5.5008828E+004	-6.0653862E+001	6.000000000000000E+000
7.9432600E+005	3.5188453E+004	4.9198117E+004	6.0487039E+004	-5.4426140E+001	6.000000000000000E+000
6.3095688E+005	4.2778918E+004	5.0227789E+004	6.5976258E+004	-4.9579025E+001	6.000000000000000E+000
5.0119131E+005	4.9800195E+004	5.1523539E+004	7.1657063E+004	-4.5974411E+001	6.000000000000000E+000
3.9810538E+005	5.6035895E+004	5.3903020E+004	7.7753180E+004	-4.3888569E+001	6.000000000000000E+000
3.1623041E+005	6.1570059E+004	5.6490977E+004	8.3558977E+004	-4.2536610E+001	6.000000000000000E+000
2.5119134E+005	6.6942492E+004	6.0413570E+004	9.0172594E+004	-4.2065296E+001	6.000000000000000E+000
1.9952144E+005	7.2596086E+004	6.5817648E+004	9.7990586E+004	-4.2196335E+001	6.000000000000000E+000
1.5848630E+005	7.8078820E+004	7.2614820E+004	1.0662652E+005	-4.2923424E+001	6.000000000000000E+000
1.2588864E+005	8.4172938E+004	8.1623344E+004	1.1724954E+005	-4.4118980E+001	6.000000000000000E+000
1.0001951E+005	9.0496078E+004	9.2905625E+004	1.2969578E+005	-4.5752712E+001	6.000000000000000E+000
7.9433578E+004	9.7027242E+004	1.0700868E+005	1.4444772E+005	-4.7800674E+001	6.000000000000000E+000
6.3095688E+004	1.0416171E+005	1.2423250E+005	1.6212148E+005	-5.0022125E+001	6.000000000000000E+000
5.0117172E+004	1.1252538E+005	1.4507948E+005	1.8360288E+005	-5.2202419E+001	6.000000000000000E+000
3.9814441E+004	1.2172031E+005	1.7066177E+005	2.0962173E+005	-5.4502567E+001	6.000000000000000E+000
3.1621082E+004	1.3158195E+005	2.0182463E+005	2.4092944E+005	-5.6897182E+001	6.000000000000000E+000
2.5117180E+004	1.4295191E+005	2.4022059E+005	2.7953744E+005	-5.9243717E+001	6.000000000000000E+000
1.9951164E+004	1.5416756E+005	2.8717869E+005	3.2594359E+005	-6.1771542E+001	6.000000000000000E+000
1.5849604E+004	1.6782988E+005	3.4495222E+005	3.8361297E+005	-6.4055649E+001	6.000000000000000E+000
1.2587890E+004	1.7845569E+005	4.6559203E+005	4.9862047E+005	-6.9028786E+001	6.000000000000000E+000
1.0019525E+004	2.0524320E+005	5.6873250E+005	6.0463331E+005	-7.0156586E+001	6.000000000000000E+000
8.0808101E+003	2.3564233E+005	6.8109781E+005	7.2070906E+005	-7.0915695E+001	6.000000000000000E+000
6.4205449E+003	2.7505628E+005	8.2412006E+005	8.6880944E+005	-7.1543175E+001	6.000000000000000E+000
5.0116030E+003	3.2766806E+005	1.0120939E+006	1.0638141E+006	-7.2060501E+001	6.000000000000000E+000
3.9812698E+003	3.9006797E+005	1.2215279E+006	1.2822961E+006	-7.2290268E+001	6.000000000000000E+000
3.1630396E+003	4.6400078E+005	1.4830156E+006	1.5539086E+006	-7.2626320E+001	6.000000000000000E+000
2.5124102E+003	5.4958206E+005	1.7893794E+006	1.8718758E+006	-7.2926414E+001	6.000000000000000E+000
1.9956379E+003	6.4405088E+005	2.1580565E+006	2.2521123E+006	-7.3382782E+001	6.000000000000000E+000
1.5844926E+003	7.5093519E+005	2.6112778E+006	2.7171078E+006	-7.3956146E+001	6.000000000000000E+000
1.2587904E+003	1.6177215E+006	4.0200935E+006	4.3333790E+006	-6.8079704E+001	6.000000000000000E+000
9.9968164E+002	1.9824264E+006	4.7167545E+006	5.1164235E+006	-6.7203247E+001	6.000000000000000E+000
7.9423932E+002	2.3704835E+006	5.5064255E+006	5.9949905E+006	-6.6708412E+001	6.000000000000000E+000
6.3100977E+002	2.7832933E+006	6.4424890E+006	7.0180045E+006	-6.6634621E+001	6.000000000000000E+000
5.0112231E+002	3.1854288E+006	7.5882095E+006	8.2296950E+006	-6.7227989E+001	6.000000000000000E+000
3.9808899E+002	3.5956738E+006	8.9909160E+006	9.6832560E+006	-6.8202393E+001	6.000000000000000E+000
3.1631589E+002	4.0515168E+006	1.0765647E+007	1.1502780E+007	-6.9376801E+001	6.000000000000000E+000
2.5120601E+002	4.5656170E+006	1.2989488E+007	1.3768502E+007	-7.0634163E+001	6.000000000000000E+000
1.9955261E+002	5.2165795E+006	1.5740308E+007	1.6582219E+007	-7.1664009E+001	6.000000000000000E+000
1.5852898E+002	6.0309300E+006	1.9151584E+007	2.0078728E+007	-7.2520523E+001	6.000000000000000E+000
1.2592673E+002	1.3485252E+007	3.0507128E+007	3.3354712E+007	-6.6152840E+001	6.000000000000000E+000
9.9968163E+001	1.6821288E+007	3.5467164E+007	3.9253988E+007	-6.4626053E+001	6.000000000000000E+000
7.9415733E+001	2.0011138E+007	4.0937316E+007	4.5566540E+007	-6.3949512E+001	6.000000000000000E+000
6.3082275E+001	1.9391742E+007	3.7398044E+007	4.2126636E+007	-6.2592228E+001	6.000000000000000E+000
5.0112232E+001	2.7620154E+007	5.5794004E+007	6.2256276E+007	-6.3662842E+001	6.000000000000000E+000
3.9808899E+001	3.2096280E+007	6.5672992E+007	7.3096600E+007	-6.3953911E+001	6.000000000000000E+000
3.1629576E+001	3.9165236E+007	7.9477800E+007	8.8603816E+007	-6.3766750E+001	6.000000000000000E+000
2.5120600E+001	4.4489940E+007	9.2470360E+007	1.0261638E+008	-6.4306557E+001	6.000000000000000E+000
1.9955261E+001	5.5162492E+007	1.1149222E+008	1.2439218E+008	-6.3675388E+001	6.000000000000000E+000
1.5846863E+001	6.7329392E+007	1.3040486E+008	1.4676061E+008	-6.2692223E+001	6.000000000000000E+000
1.2587234E+001	1.4561677E+008	1.9126198E+008	2.4038592E+008	-5.2716270E+001	6.000000000000000E+000
9.9968157E+000	1.7813691E+008	2.0719218E+008	2.7324230E+008	-4.9312160E+001	6.000000000000000E+000
7.9395618E+000	2.1418166E+008	2.2109418E+008	3.0782531E+008	-4.5909824E+001	6.000000000000000E+000
6.3131294E+000	2.5240427E+008	2.3391363E+008	3.4412717E+008	-4.2822563E+001	6.000000000000000E+000
5.0128322E+000	2.9346099E+008	2.4506299E+008	3.8232867E+008	-3.9864536E+001	6.000000000000000E+000
3.9819028E+000	3.3853827E+008	2.5287661E+008	4.2255738E+008	-3.6758484E+001	6.000000000000000E+000
3.1603944E+000	3.8742157E+008	2.5809427E+008	4.6551920E+008	-3.3670940E+001	6.000000000000000E+000
2.5108454E+000	4.3704122E+008	2.5908437E+008	5.0806470E+008	-3.0660078E+001	6.000000000000000E+000
1.9955261E+000	4.8653520E+008	2.4557205E+008	5.4499738E+008	-2.6781742E+001	6.000000000000000E+000
1.5840454E+000	5.3115952E+008	2.2724640E+008	5.7772947E+008	-2.3162731E+001	6.000000000000000E+000
1.2595726E+000	5.7098630E+008	2.0733125E+008	6.0746323E+008	-1.9956503E+001	6.000000000000000E+000
1.0004489E+000	6.0424518E+008	1.8277099E+008	6.3128243E+008	-1.6829420E+001	6.000000000000000E+000
1.0000193E+006	2.7243768E+004	4.8347281E+004	5.5494887E+004	-6.0598675E+001	7.000000000000000E+000
7.9432600E+005	3.5271047E+004	5.0501535E+004	6.1599121E+004	-5.5068962E+001	7.000000000000000E+000
6.3095688E+005	4.2631305E+004	5.1950586E+004	6.7203359E+004	-5.0627266E+001	7.000000000000000E+000
5.0119131E+005	5.0026848E+004	5.3876785E+004	7.3521383E+004	-4.7122009E+001	7.000000000000000E+000
3.9810538E+005	5.6456207E+004	5.5944477E+004	7.9480109E+004	-4.4739151E+001	7.000000000000000E+000
3.1623041E+005	6.2149383E+004	5.9483426E+004	8.6028039E+004	-4.3744389E+001	7.000000000000000E+000
2.5119134E+005	6.7605578E+004	6.3779457E+004	9.2942633E+004	-4.3331936E+001	7.000000000000000E+000
1.9952144E+005	7.3369789E+004	6.9888953E+004	1.0132913E+005	-4.3608124E+001	7.000000000000000E+000
1.5848630E+005	7.9327305E+004	7.7866141E+004	1.1115735E+005	-4.4467434E+001	7.000000000000000E+000
1.2588864E+005	8.5405391E+004	8.7790070E+004	1.2247930E+005	-4.5788841E+001	7.000000000000000E+000
1.0001951E+005	9.2161328E+004	1.0034595E+005	1.3624617E+005	-4.7434513E+001	7.000000000000000E+000
7.9433578E+004	9.9329313E+004	1.1587084E+005	1.5261836E+005	-4.9395439E+001	7.000000000000000E+000
6.3095688E+004	1.0746194E+005	1.3500417E+005	1.7255200E+005	-5.1480572E+001	7.000000000000000E+000
5.0117172E+004	1.1657179E+005	1.5808102E+005	1.9641433E+005	-5.3594269E+001	7.000000000000000E+000
3.9814441E+004	1.2674309E+005	1.8620589E+005	2.2524752E+005	-5.5758411E+001	7.000000000000000E+000
3.1621082E+004	1.3779797E+005	2.2025059E+005	2.5980494E+005	-5.7968185E+001	7.000000000000000E+000
2.5117180E+004	1.5059869E+005	2.6205095E+005	3.0224272E+005	-6.0114346E+001	7.000000000000000E+000
1.9951164E+004	1.6305966E+005	3.1343647E+005	3.5331413E+005	-6.2515110E+001	7.000000000000000E+000
1.5849604E+004	1.7856092E+005	3.7702634E+005	4.1717247E+005	-6.4657608E+001	7.000000000000000E+000
1.2587890E+004	1.9049397E+005	5.0859384E+005	5.4309819E+005	-6.9466545E+001	7.000000000000000E+000
1.0019525E+004	2.2110778E+005	6.2102231E+005	6.5920963E+005	-7.0402321E+001	7.000000000000000E+000
8.0808101E+003	2.5488967E+005	7.4354100E+005	7.8601650E+005	-7.1078026E+001	7.000000000000000E+000
6.4205449E+003	2.9932919E+005	8.9919319E+005	9.4770581E+005	-7.1588104E+001	7.000000000000000E+000
5.0116030E+003	3.5937538E+005	1.1014123E+006	1.1585593E+006	-7.1929222E+001	7.000000000000000E+000
3.9812698E+003	4.2863016E+005	1.3295576E+006	1.3969421E+006	-7.2131432E+001	7.000000000000000E+000
3.1630396E+003	5.1146916E+005	1.6022059E+006	1.6818634E+006	-7.2295456E+001	7.000000000000000E+000
2.5124102E+003	6.0578894E+005	1.9428588E+006	2.0351119E+006	-7.2682373E+001	7.000000000000000E+000
1.9956379E+003	7.1065731E+005	2.3424443E+006	2.4478723E+006	-7.3123100E+001	7.000000000000000E+000
1.5844926E+003	8.2882681E+005	2.8340283E+006	2.9527395E+006	-7.3698158E+001	7.000000000000000E+000
1.2587904E+003	1.7936386E+006	4.3686550E+006	4.7225295E+006	-6.7678421E+001	7.000000000000000E+000
9.9968164E+002	2.1932275E+006	5.1233050E+006	5.5730155E+006	-6.6824799E+001	7.000000000000000E+000
7.9423932E+002	2.6171068E+006	5.9829465E+006	6.5303060E+006	-6.6374100E+001	7.000000000000000E+000
6.3100977E+002	3.0723475E+006	7.0036200E+006	7.6478765E+006	-6.6313904E+001	7.000000000000000E+000
5.0112231E+002	3.5197535E+006	8.2392015E+006	8.9595260E+006	-6.6868027E+001	7.000000000000000E+000
3.9808899E+002	3.9946838E+006	9.7799150E+006	1.0564291E+007	-6.7782051E+001	7.000000000000000E+000
3.1631589E+002	4.4776670E+006	1.1703406E+007	1.2530731E+007	-6.9063393E+001	7.000000000000000E+000
2.5120601E+002	5.0804910E+006	1.4126152E+007	1.5011981E+007	-7.0218803E+001	7.000000000000000E+000
1.9955261E+002	5.8093060E+006	1.7120126E+007	1.8078904E+007	-7.1256584E+001	7.000000000000000E+000
1.5852898E+002	1.2057821E+007	2.8579380E+007	3.1018898E+007	-6.7124809E+001	7.000000000000000E+000
1.2592673E+002	1.5061308E+007	3.3177968E+007	3.6436528E+007	-6.5584084E+001	7.000000000000000E+000
9.9968163E+001	1.8803864E+007	3.8444192E+007	4.2796508E+007	-6.3935768E+001	7.000000000000000E+000
7.9415733E+001	2.2476144E+007	4.4366180E+007	4.9734644E+007	-6.3132980E+001	7.000000000000000E+000
6.3082275E+001	1.5686580E+007	4.1656740E+007	4.4512388E+007	-6.9365250E+001	7.000000000000000E+000
5.0112232E+001	3.1337278E+007	6.0082436E+007	6.7763736E+007	-6.2454742E+001	7.000000000000000E+000
3.9808899E+001	3.6467384E+007	7.0541720E+007	7.9410352E+007	-6.2662758E+001	7.000000000000000E+000
3.1629576E+001	4.4461460E+007	8.4804544E+007	9.5752976E+007	-6.2332806E+001	7.000000000000000E+000
2.5120600E+001	5.1765144E+007	9.8230592E+007	1.1103549E+008	-6.2211857E+001	7.000000000000000E+000
1.9955261E+001	6.3051096E+007	1.1808277E+008	1.3386180E+008	-6.1899708E+001	7.000000000000000E+000
1.5846863E+001	1.3112914E+008	1.7995050E+008	2.2265901E+008	-5.3919342E+001	7.000000000000000E+000
1.2587234E+001	1.6606226E+008	1.9662672E+008	2.5736888E+008	-4.9817036E+001	7.000000000000000E+000
9.9968157E+000	2.0105901E+008	2.0710664E+008	2.8864838E+008	-4.5848866E+001	7.000000000000000E+000
7.9395618E+000	2.3856523E+008	2.1605269E+008	3.2185731E+008	-4.2165047E+001	7.000000000000000E+000
6.3131294E+000	2.7794541E+008	2.2119229E+008	3.5521779E+008	-3.8513191E+001	7.000000000000000E+000
5.0128322E+000	3.1747488E+008	2.2520573E+008	3.8924019E+008	-3.5350574E+001	7.000000000000000E+000
3.9819028E+000	3.5879219E+008	2.2695043E+008	4.2454486E+008	-3.2314991E+001	7.000000000000000E+000
3.1603944E+000	4.0154957E+008	2.2222507E+008	4.5894013E+008	-2.8960964E+001	7.000000000000000E+000
2.5108454E+000	4.4472122E+008	2.1649482E+008	4.9461802E+008	-2.5957291E+001	7.000000000000000E+000
1.9955261E+000	4.8178499E+008	2.0019434E+008	5.2172269E+008	-2.2564169E+001	7.000000000000000E+000
1.5840454E+000	5.1814941E+008	1.8291192E+008	5.4948666E+008	-1.9443541E+001	7.000000000000000E+000
1.2595726E+000	5.4421120E+008	1.6179330E+008	5.6775251E+008	-1.6557146E+001	7.000000000000000E+000
1.0004489E+000	5.6206829E+008	1.3971275E+008	5.7917216E+008	-1.3959050E+001	7.000000000000000E+000
1.0000193E+006	2.6678713E+004	5.0230855E+004	5.6876117E+004	-6.2026245E+001	8.000000000000000E+000
7.9432600E+005	3.5092961E+004	5.1863410E+004	6.2620520E+004	-5.5916069E+001	8.000000000000000E+000
6.3095688E+005	4.2840441E+004	5.3645652E+004	6.8652453E+004	-5.1389774E+001	8.000000000000000E+000
5.0119131E+005	4.9740016E+004	5.5844457E+004	7.4784172E+004	-4.8308914E+001	8.000000000000000E+000
3.9810538E+005	5.6547266E+004	5.8623668E+004	8.1451383E+004	-4.6032867E+001	8.000000000000000E+000
3.1623041E+005	6.2437461E+004	6.2329684E+004	8.8223727E+004	-4.4950508E+001	8.000000000000000E+000
2.5119134E+005	6.8099445E+004	6.7624531E+004	9.5971930E+004	-4.4799515E+001	8.000000000000000E+000
1.9952144E+005	7.3977148E+004	7.4490719E+004	1.0498327E+005	-4.5198193E+001	8.000000000000000E+000
1.5848630E+005	8.0082609E+004	8.3461945E+004	1.1566815E+005	-4.6183739E+001	8.000000000000000E+000
1.2588864E+005	8.6552047E+004	9.4685906E+004	1.2828358E+005	-4.7569679E+001	8.000000000000000E+000
1.0001951E+005	9.3772133E+004	1.0892267E+005	1.4372669E+005	-4.9274658E+001	8.000000000000000E+000
7.9433578E+004	1.0159415E+005	1.2606811E+005	1.6190905E+005	-5.1135799E+001	8.000000000000000E+000
6.3095688E+004	1.1042430E+005	1.4720939E+005	1.8402209E+005	-5.3125805E+001	8.000000000000000E+000
5.0117172E+004	1.2025416E+005	1.7261439E+005	2.1037298E+005	-5.5136478E+001	8.000000000000000E+000
3.9814441E+004	1.3156447E+005	2.0390827E+005	2.4266806E+005	-5.7169327E+001	8.000000000000000E+000
3.1621082E+004	1.4426263E+005	2.4117067E+005	2.8102491E+005	-5.9113129E+001	8.000000000000000E+000
2.5117180E+004	1.5838873E+005	2.8704859E+005	3.2784734E+005	-6.1110802E+001	8.000000000000000E+000
1.9951164E+004	1.7217944E+005	3.4315253E+005	3.8392631E+005	-6.3354439E+001	8.000000000000000E+000
1.5849604E+004	1.7993761E+005	4.5988953E+005	4.9383797E+005	-6.8631447E+001	8.000000000000000E+000
1.2587890E+004	2.0247603E+005	5.5428269E+005	5.9010663E+005	-6.9933067E+001	8.000000000000000E+000
1.0019525E+004	2.3686798E+005	6.7581275E+005	7.1612100E+005	-7.0684769E+001	8.000000000000000E+000
8.0808101E+003	2.7409313E+005	8.1219281E+005	8.5719556E+005	-7.1351852E+001	8.000000000000000E+000
6.4205449E+003	3.2384019E+005	9.8269369E+005	1.0346784E+006	-7.1760704E+001	8.000000000000000E+000
5.0116030E+003	3.9045188E+005	1.2027235E+006	1.2645144E+006	-7.2014511E+001	8.000000000000000E+000
3.9812698E+003	4.6699916E+005	1.4497475E+006	1.5231074E+006	-7.2144981E+001	8.000000000000000E+000
3.1630396E+003	5.5954156E+005	1.7558699E+006	1.8428689E+006	-7.2324524E+001	8.000000000000000E+000
2.5124102E+003	6.6435356E+005	2.1153553E+006	2.2172265E+006	-7.2564453E+001	8.000000000000000E+000
1.9956379E+003	7.8147438E+005	2.5480248E+006	2.6651703E+006	-7.2949326E+001	8.000000000000000E+000
